Altium Designer Pick and Place Locations
\\NAS\home\Projects\PCB Design\RGB Clock\PixelClockPCB\Panel\Outputs\PixelClockPanel_v1_0A_PickPlace.csv

========================================================================================================================
File Design Information:

Date:       08/02/22
Time:       21:38
Revision:   6de14cffa453c2fadefb485e60836aec962565b2
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"P2","Header 3","BottomLayer","HDR1X3-HEADER","72.0000","-19.9000","0","Header, 3-Pin"
"R1","Resistor","TopLayer","RES_1608-0603","-96.0000","27.5000","180","RES SMD 470 OHM 1% 1/10W 0603"
"P1","Header 3","BottomLayer","HDR1X3-HEADER","-61.1000","16.1000","0","Header, 3-Pin"
"C87","CapC-1210-22uF-16V","BottomLayer","CAP_3225-1210","-83.6000","16.0000","90","CAP CER 22UF 16V X7R 1210"
"C86","CapE-6.3-100uF-16V","BottomLayer","CAP_EL_PANASONIC","-78.0000","17.4003","180","Polarized Capacitor (Surface Mount)"
"C69","Capacitor","TopLayer","CAPC1608X90N","-96.0000","-28.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD69","SK6812","TopLayer","WS2812B","-95.9931","-23.9995","0",""
"LD70","SK6812","TopLayer","WS2812B","-83.9931","-23.9995","0",""
"C70","Capacitor","TopLayer","CAPC1608X90N","-84.0000","-28.0000","0","CAP CER 0.1UF 50V X7R 0603"
"C71","Capacitor","TopLayer","CAPC1608X90N","-72.0000","-28.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD71","SK6812","TopLayer","WS2812B","-71.9931","-23.9995","0",""
"C72","Capacitor","TopLayer","CAPC1608X90N","-60.0000","-28.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD72","SK6812","TopLayer","WS2812B","-59.9931","-23.9995","0",""
"C73","Capacitor","TopLayer","CAPC1608X90N","-48.0000","-28.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD73","SK6812","TopLayer","WS2812B","-47.9931","-23.9995","0",""
"C74","Capacitor","TopLayer","CAPC1608X90N","-36.0000","-28.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD74","SK6812","TopLayer","WS2812B","-35.9931","-23.9995","0",""
"C75","Capacitor","TopLayer","CAPC1608X90N","-24.0000","-28.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD75","SK6812","TopLayer","WS2812B","-23.9931","-23.9995","0",""
"C76","Capacitor","TopLayer","CAPC1608X90N","-12.0000","-28.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD76","SK6812","TopLayer","WS2812B","-11.9931","-23.9995","0",""
"C77","Capacitor","TopLayer","CAPC1608X90N","0.0000","-28.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD77","SK6812","TopLayer","WS2812B","0.0069","-23.9995","0",""
"C78","Capacitor","TopLayer","CAPC1608X90N","12.0000","-28.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD78","SK6812","TopLayer","WS2812B","12.0069","-23.9995","0",""
"C79","Capacitor","TopLayer","CAPC1608X90N","24.0000","-28.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD79","SK6812","TopLayer","WS2812B","24.0069","-23.9995","0",""
"C80","Capacitor","TopLayer","CAPC1608X90N","36.0000","-28.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD80","SK6812","TopLayer","WS2812B","36.0069","-23.9995","0",""
"C81","Capacitor","TopLayer","CAPC1608X90N","48.0000","-28.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD81","SK6812","TopLayer","WS2812B","48.0069","-23.9995","0",""
"C82","Capacitor","TopLayer","CAPC1608X90N","60.0000","-28.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD82","SK6812","TopLayer","WS2812B","60.0069","-23.9995","0",""
"C83","Capacitor","TopLayer","CAPC1608X90N","72.0000","-28.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD83","SK6812","TopLayer","WS2812B","72.0069","-23.9995","0",""
"C84","Capacitor","TopLayer","CAPC1608X90N","84.0000","-28.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD84","SK6812","TopLayer","WS2812B","84.0069","-23.9995","0",""
"C85","Capacitor","TopLayer","CAPC1608X90N","96.0000","-28.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD85","SK6812","TopLayer","WS2812B","96.0069","-23.9995","0",""
"C52","Capacitor","TopLayer","CAPC1608X90N","-96.0000","-16.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD52","SK6812","TopLayer","WS2812B","-95.9931","-11.9995","0",""
"LD53","SK6812","TopLayer","WS2812B","-83.9931","-11.9995","0",""
"C53","Capacitor","TopLayer","CAPC1608X90N","-84.0000","-16.0000","0","CAP CER 0.1UF 50V X7R 0603"
"C54","Capacitor","TopLayer","CAPC1608X90N","-72.0000","-16.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD54","SK6812","TopLayer","WS2812B","-71.9931","-11.9995","0",""
"C55","Capacitor","TopLayer","CAPC1608X90N","-60.0000","-16.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD55","SK6812","TopLayer","WS2812B","-59.9931","-11.9995","0",""
"C56","Capacitor","TopLayer","CAPC1608X90N","-48.0000","-16.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD56","SK6812","TopLayer","WS2812B","-47.9931","-11.9995","0",""
"C57","Capacitor","TopLayer","CAPC1608X90N","-36.0000","-16.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD57","SK6812","TopLayer","WS2812B","-35.9931","-11.9995","0",""
"C58","Capacitor","TopLayer","CAPC1608X90N","-24.0000","-16.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD58","SK6812","TopLayer","WS2812B","-23.9931","-11.9995","0",""
"C59","Capacitor","TopLayer","CAPC1608X90N","-12.0000","-16.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD59","SK6812","TopLayer","WS2812B","-11.9931","-11.9995","0",""
"C60","Capacitor","TopLayer","CAPC1608X90N","0.0000","-16.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD60","SK6812","TopLayer","WS2812B","0.0069","-11.9995","0",""
"C61","Capacitor","TopLayer","CAPC1608X90N","12.0000","-16.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD61","SK6812","TopLayer","WS2812B","12.0069","-11.9995","0",""
"C62","Capacitor","TopLayer","CAPC1608X90N","24.0000","-16.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD62","SK6812","TopLayer","WS2812B","24.0069","-11.9995","0",""
"C63","Capacitor","TopLayer","CAPC1608X90N","36.0000","-16.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD63","SK6812","TopLayer","WS2812B","36.0069","-11.9995","0",""
"C64","Capacitor","TopLayer","CAPC1608X90N","48.0000","-16.0000","0","CAP CER 0.1UF 50V X7R 0603"
"LD64","SK6812","TopLayer","WS2812B","48.0069","-11.9995","0",""
"C65","Capacitor","TopLayer","CAPC1608X90N","60.0000","-16.0000","0","CAP CER 0.1UF 50V X7R 0603"
